test case,benchmark name,samples,iterations,estimated,mean,low mean,high mean,std dev,low std dev,high std dev,tags,raw
generating large instruction graphs for N devices without d2d copy support - 4,soup topology,100,1,572927800,5722655.0400,5720876.6600,5724921.3100,10187.3109,8055.2244,14116.9259,"benchmark,group:instruction-graph","5730045.0000,5743921.0000,5732589.0000,5723763.0000,5712532.0000,5718983.0000,5725306.0000,5729303.0000,5713633.0000,5727851.0000,5722600.0000,5764721.0000,5711870.0000,5736006.0000,5723663.0000,5716719.0000,5715708.0000,5710828.0000,5723873.0000,5719004.0000,5726047.0000,5718232.0000,5720517.0000,5710217.0000,5732750.0000,5720156.0000,5718172.0000,5728121.0000,5725245.0000,5711059.0000,5714104.0000,5736958.0000,5731598.0000,5737358.0000,5720086.0000,5728031.0000,5730606.0000,5718392.0000,5713914.0000,5723342.0000,5718483.0000,5730585.0000,5721187.0000,5713754.0000,5728883.0000,5770381.0000,5724765.0000,5729313.0000,5725195.0000,5726818.0000,5724725.0000,5732218.0000,5707962.0000,5715456.0000,5715917.0000,5712902.0000,5732699.0000,5731136.0000,5726188.0000,5717821.0000,5722751.0000,5715126.0000,5725846.0000,5708935.0000,5729484.0000,5719174.0000,5734283.0000,5728221.0000,5729093.0000,5713774.0000,5714074.0000,5707953.0000,5714976.0000,5711149.0000,5718403.0000,5722640.0000,5713713.0000,5725516.0000,5733521.0000,5717921.0000,5717271.0000,5706961.0000,5733541.0000,5729163.0000,5716067.0000,5719274.0000,5728021.0000,5718593.0000,5719374.0000,5725647.0000,5720496.0000,5709897.0000,5720276.0000,5727800.0000,5728090.0000,5710557.0000,5717111.0000,5710637.0000,5707992.0000,5717972.0000"
generating large instruction graphs for N devices without d2d copy support - 4,chain topology,100,1,73162100,727579.7900,726781.4600,728417.8100,4165.4608,3630.3760,5488.4043,"benchmark,group:instruction-graph","728941.0000,721897.0000,726976.0000,729051.0000,729492.0000,733830.0000,724552.0000,731415.0000,732687.0000,721266.0000,725574.0000,726526.0000,730303.0000,723320.0000,730383.0000,730213.0000,730764.0000,720805.0000,730363.0000,734601.0000,724341.0000,730494.0000,730584.0000,730583.0000,723460.0000,726225.0000,728640.0000,729933.0000,722368.0000,729842.0000,729711.0000,722398.0000,731044.0000,730343.0000,732677.0000,721796.0000,729802.0000,728149.0000,726045.0000,720815.0000,727238.0000,731645.0000,724001.0000,731355.0000,732808.0000,731996.0000,723631.0000,729972.0000,728630.0000,728710.0000,721146.0000,728960.0000,731124.0000,729402.0000,720855.0000,728921.0000,729481.0000,720203.0000,730092.0000,731716.0000,729251.0000,721275.0000,730473.0000,731666.0000,727137.0000,722919.0000,729461.0000,729562.0000,721015.0000,727577.0000,729110.0000,730202.0000,720344.0000,729912.0000,728570.0000,725695.0000,722217.0000,730583.0000,730283.0000,720765.0000,730964.0000,730273.0000,728710.0000,720765.0000,729421.0000,745352.0000,729031.0000,720184.0000,726406.0000,728129.0000,721557.0000,725734.0000,727648.0000,729030.0000,721847.0000,724732.0000,727378.0000,726977.0000,723580.0000,728149.0000"
generating large instruction graphs for N devices without d2d copy support - 4,expanding tree topology,100,1,103902500,1039593.9700,1039102.5200,1040237.0700,2833.6606,2236.5764,4115.9104,"benchmark,group:instruction-graph","1040241.0000,1038748.0000,1042104.0000,1043748.0000,1041734.0000,1038227.0000,1039580.0000,1037075.0000,1039870.0000,1038918.0000,1038748.0000,1042294.0000,1038718.0000,1037065.0000,1038507.0000,1038557.0000,1038408.0000,1043737.0000,1039439.0000,1040131.0000,1043086.0000,1044349.0000,1041924.0000,1040201.0000,1037395.0000,1039168.0000,1036964.0000,1046783.0000,1035822.0000,1041193.0000,1039069.0000,1038578.0000,1039880.0000,1039760.0000,1039981.0000,1040050.0000,1040772.0000,1039129.0000,1038848.0000,1043206.0000,1037686.0000,1042025.0000,1042575.0000,1039279.0000,1041163.0000,1039159.0000,1038477.0000,1037575.0000,1037946.0000,1037185.0000,1038748.0000,1040100.0000,1034400.0000,1048166.0000,1037175.0000,1037966.0000,1041433.0000,1037626.0000,1039049.0000,1037576.0000,1038708.0000,1054588.0000,1035162.0000,1037576.0000,1037676.0000,1038397.0000,1040772.0000,1035733.0000,1038197.0000,1037405.0000,1038637.0000,1045180.0000,1035241.0000,1038187.0000,1038737.0000,1040080.0000,1040642.0000,1040722.0000,1044188.0000,1038317.0000,1040391.0000,1038638.0000,1039029.0000,1038147.0000,1038177.0000,1037616.0000,1038027.0000,1040341.0000,1037706.0000,1033959.0000,1038458.0000,1037155.0000,1038818.0000,1037656.0000,1040250.0000,1039278.0000,1042655.0000,1038738.0000,1041173.0000,1041724.0000"
generating large instruction graphs for N devices without d2d copy support - 4,contracting tree topology,100,1,115820400,1164697.1900,1163724.1600,1166769.0000,6911.3959,3991.4679,13053.5989,"benchmark,group:instruction-graph","1162924.0000,1160649.0000,1191578.0000,1160619.0000,1166250.0000,1161661.0000,1161300.0000,1162763.0000,1173403.0000,1162833.0000,1161240.0000,1161200.0000,1163885.0000,1163094.0000,1168103.0000,1161481.0000,1161802.0000,1162192.0000,1162924.0000,1163464.0000,1171569.0000,1162764.0000,1162262.0000,1164376.0000,1162793.0000,1160339.0000,1167211.0000,1165087.0000,1160900.0000,1164968.0000,1161110.0000,1163394.0000,1165889.0000,1159767.0000,1160438.0000,1163274.0000,1161370.0000,1159136.0000,1159958.0000,1168895.0000,1161381.0000,1160138.0000,1160559.0000,1160329.0000,1158054.0000,1167623.0000,1159908.0000,1160298.0000,1163685.0000,1161491.0000,1162903.0000,1170548.0000,1160408.0000,1161982.0000,1165238.0000,1164116.0000,1161170.0000,1170918.0000,1165599.0000,1163505.0000,1160559.0000,1162062.0000,1161882.0000,1170898.0000,1160399.0000,1161862.0000,1161180.0000,1161571.0000,1161491.0000,1170358.0000,1162683.0000,1165328.0000,1162111.0000,1166299.0000,1162192.0000,1169967.0000,1164807.0000,1165839.0000,1164367.0000,1165448.0000,1163515.0000,1163855.0000,1161079.0000,1163154.0000,1164055.0000,1164997.0000,1163114.0000,1161260.0000,1216635.0000,1161731.0000,1164707.0000,1167222.0000,1170608.0000,1179294.0000,1167422.0000,1166751.0000,1166040.0000,1162493.0000,1168714.0000,1173052.0000"
generating large instruction graphs for N devices without d2d copy support - 4,wave_sim topology,100,1,514117300,5116096.0500,5082695.9300,5134442.3300,122297.0834,78033.2077,173076.5998,"benchmark,group:instruction-graph","5140918.0000,5135206.0000,5143703.0000,5140977.0000,5123084.0000,5117503.0000,5142360.0000,5139405.0000,5116782.0000,5126580.0000,5142520.0000,5163169.0000,5133414.0000,5138022.0000,5131129.0000,5125458.0000,5135006.0000,5153261.0000,5145737.0000,5138703.0000,5160885.0000,5136199.0000,5136639.0000,5131530.0000,5145927.0000,5141258.0000,5135217.0000,5124446.0000,5128204.0000,5131239.0000,5140947.0000,5132883.0000,5142831.0000,5135818.0000,5132631.0000,5132983.0000,5136068.0000,5139956.0000,5125067.0000,5147619.0000,5168880.0000,5141208.0000,5123485.0000,5138432.0000,5162578.0000,5138553.0000,5151347.0000,5153050.0000,5137811.0000,5141288.0000,5140526.0000,5148842.0000,5133383.0000,5148010.0000,5150917.0000,5156056.0000,5134074.0000,5126379.0000,5149523.0000,5162789.0000,5150937.0000,5146257.0000,5142480.0000,5146518.0000,5143883.0000,5255655.0000,5148622.0000,5155976.0000,5155144.0000,5152650.0000,5141729.0000,5152259.0000,5158210.0000,5155064.0000,5155194.0000,5151087.0000,5143162.0000,5152489.0000,5144504.0000,5199147.0000,5159121.0000,5162919.0000,5155996.0000,5166576.0000,5165484.0000,5150436.0000,5129015.0000,5139053.0000,5151457.0000,5157339.0000,4640027.0000,4593519.0000,4590313.0000,4586757.0000,4560747.0000,4966657.0000,5146578.0000,5146207.0000,5159042.0000,5152980.0000"
generating large instruction graphs for N devices without d2d copy support - 4,jacobi topology,100,1,144336800,1444271.8200,1442930.0300,1447400.8600,9913.1724,5250.7348,20088.0973,"benchmark,group:instruction-graph","1446050.0000,1440871.0000,1445369.0000,1447543.0000,1437214.0000,1443295.0000,1437123.0000,1444417.0000,1438937.0000,1438415.0000,1447974.0000,1439899.0000,1445950.0000,1441261.0000,1449076.0000,1436352.0000,1442674.0000,1439348.0000,1439228.0000,1443165.0000,1437274.0000,1444087.0000,1437414.0000,1441562.0000,1437224.0000,1444367.0000,1443205.0000,1438997.0000,1447372.0000,1436091.0000,1444959.0000,1440690.0000,1451551.0000,1439108.0000,1446190.0000,1436011.0000,1439037.0000,1449196.0000,1442454.0000,1447413.0000,1435871.0000,1461630.0000,1441732.0000,1446661.0000,1440460.0000,1435631.0000,1452132.0000,1442464.0000,1449437.0000,1474244.0000,1447073.0000,1439337.0000,1449276.0000,1438827.0000,1440540.0000,1444738.0000,1443285.0000,1442664.0000,1436903.0000,1447764.0000,1438606.0000,1446862.0000,1439287.0000,1440560.0000,1450690.0000,1439488.0000,1446301.0000,1443506.0000,1451841.0000,1440981.0000,1448245.0000,1442293.0000,1441091.0000,1449887.0000,1440509.0000,1445359.0000,1440680.0000,1524620.0000,1441001.0000,1448154.0000,1441853.0000,1439859.0000,1451000.0000,1440119.0000,1446802.0000,1440711.0000,1449978.0000,1440049.0000,1447343.0000,1439758.0000,1435891.0000,1451811.0000,1444327.0000,1452562.0000,1439357.0000,1448195.0000,1441442.0000,1443125.0000,1438767.0000,1435240.0000"
generating large instruction graphs for N devices without d2d copy support - 16,soup topology,100,1,576773100,5742706.2500,5740010.9000,5749852.3500,20691.1184,8918.0210,43531.6445,"benchmark,group:instruction-graph","5743851.0000,5736908.0000,5753128.0000,5744031.0000,5736567.0000,5737319.0000,5734733.0000,5744582.0000,5743350.0000,5742428.0000,5745594.0000,5730976.0000,5729704.0000,5736156.0000,5747919.0000,5744011.0000,5746355.0000,5751295.0000,5736126.0000,5736998.0000,5734313.0000,5731146.0000,5740815.0000,5743810.0000,5727038.0000,5734433.0000,5742708.0000,5729233.0000,5738490.0000,5739663.0000,5735575.0000,5740965.0000,5734293.0000,5746866.0000,5754441.0000,5730416.0000,5748459.0000,5739122.0000,5732259.0000,5738070.0000,5735655.0000,5753889.0000,5742378.0000,5739082.0000,5728401.0000,5742538.0000,5756394.0000,5918152.0000,5730736.0000,5742969.0000,5739402.0000,5758368.0000,5728251.0000,5738790.0000,5749050.0000,5741477.0000,5733681.0000,5747517.0000,5738721.0000,5735164.0000,5724975.0000,5745925.0000,5747798.0000,5748470.0000,5745524.0000,5738050.0000,5735795.0000,5745023.0000,5742959.0000,5766454.0000,5811719.0000,5740695.0000,5728121.0000,5736897.0000,5727921.0000,5739933.0000,5743671.0000,5741416.0000,5732249.0000,5737028.0000,5738551.0000,5754010.0000,5754371.0000,5733161.0000,5729764.0000,5732670.0000,5746135.0000,5731407.0000,5736587.0000,5736988.0000,5746987.0000,5722330.0000,5735124.0000,5747958.0000,5738411.0000,5723672.0000,5743881.0000,5757457.0000,5749211.0000,5746566.0000"
generating large instruction graphs for N devices without d2d copy support - 16,chain topology,100,1,73136300,736134.6600,735351.9300,736851.9600,3811.7496,3376.3028,4326.7144,"benchmark,group:instruction-graph","730473.0000,738598.0000,745382.0000,736394.0000,740473.0000,727868.0000,737377.0000,735262.0000,734651.0000,730093.0000,735613.0000,738509.0000,728299.0000,737376.0000,738629.0000,735383.0000,729191.0000,739000.0000,738308.0000,738248.0000,731214.0000,736264.0000,737226.0000,738289.0000,731776.0000,740101.0000,739460.0000,739681.0000,732818.0000,736555.0000,735684.0000,727047.0000,732878.0000,736495.0000,737467.0000,730212.0000,737266.0000,740122.0000,735343.0000,730884.0000,736385.0000,738549.0000,740582.0000,731986.0000,737306.0000,737888.0000,731906.0000,737938.0000,735934.0000,737076.0000,729271.0000,734541.0000,735893.0000,736515.0000,729160.0000,737536.0000,739901.0000,736976.0000,728439.0000,738007.0000,739220.0000,737005.0000,734621.0000,739871.0000,740693.0000,730063.0000,735964.0000,739951.0000,741954.0000,730834.0000,741414.0000,736886.0000,734812.0000,731766.0000,738228.0000,740192.0000,737487.0000,729752.0000,740362.0000,738870.0000,740753.0000,731976.0000,738810.0000,737116.0000,731816.0000,738048.0000,737948.0000,737456.0000,730773.0000,737687.0000,743338.0000,738248.0000,731475.0000,737556.0000,738568.0000,740071.0000,732718.0000,738008.0000,739921.0000,737537.0000"
generating large instruction graphs for N devices without d2d copy support - 16,expanding tree topology,100,1,105811700,1047736.4800,1047271.0300,1048410.9100,2817.4240,2105.5151,4708.1566,"benchmark,group:instruction-graph","1047995.0000,1047945.0000,1048957.0000,1046733.0000,1047384.0000,1049328.0000,1049288.0000,1048196.0000,1050711.0000,1045000.0000,1047424.0000,1046402.0000,1044489.0000,1045391.0000,1044539.0000,1047174.0000,1048086.0000,1045531.0000,1048226.0000,1047014.0000,1042515.0000,1044248.0000,1047234.0000,1046633.0000,1046283.0000,1048346.0000,1049929.0000,1046272.0000,1044930.0000,1051242.0000,1049007.0000,1050480.0000,1046493.0000,1047454.0000,1047445.0000,1047505.0000,1048176.0000,1044739.0000,1048216.0000,1047324.0000,1047845.0000,1046463.0000,1042906.0000,1047715.0000,1047785.0000,1048416.0000,1045311.0000,1042274.0000,1045530.0000,1045009.0000,1052003.0000,1045240.0000,1047875.0000,1049148.0000,1047905.0000,1044979.0000,1047405.0000,1049408.0000,1048236.0000,1044809.0000,1047314.0000,1047134.0000,1046643.0000,1046933.0000,1045370.0000,1048206.0000,1047715.0000,1047395.0000,1046182.0000,1046553.0000,1046222.0000,1052153.0000,1046803.0000,1065398.0000,1047325.0000,1046432.0000,1049798.0000,1051602.0000,1049559.0000,1050260.0000,1048867.0000,1048767.0000,1050330.0000,1047284.0000,1047384.0000,1050591.0000,1046713.0000,1052464.0000,1051513.0000,1045871.0000,1051072.0000,1051392.0000,1044810.0000,1049839.0000,1043928.0000,1044318.0000,1048897.0000,1052264.0000,1049198.0000,1046603.0000"
generating large instruction graphs for N devices without d2d copy support - 16,contracting tree topology,100,1,117314300,1162934.9300,1155321.9100,1168029.5100,31349.2110,22513.4123,40169.4083,"benchmark,group:instruction-graph","1067642.0000,1058345.0000,1174525.0000,1179475.0000,1169186.0000,1171169.0000,1170348.0000,1168023.0000,1197239.0000,1173934.0000,1172521.0000,1168825.0000,1169817.0000,1171279.0000,1178093.0000,1166660.0000,1167902.0000,1167772.0000,1171880.0000,1171470.0000,1179184.0000,1170507.0000,1168754.0000,1168544.0000,1166931.0000,1171349.0000,1178022.0000,1170918.0000,1169335.0000,1170457.0000,1165618.0000,1171189.0000,1174144.0000,1169186.0000,1170949.0000,1169145.0000,1169957.0000,1172312.0000,1183683.0000,1169085.0000,1175187.0000,1174816.0000,1173494.0000,1176629.0000,1173193.0000,1174215.0000,1172211.0000,1172261.0000,1172321.0000,1178914.0000,1171570.0000,1172301.0000,1172311.0000,1169225.0000,1172902.0000,1176990.0000,1169086.0000,1170688.0000,1170969.0000,1172412.0000,1170187.0000,1179746.0000,1173984.0000,1171761.0000,1172912.0000,1176789.0000,1186098.0000,1175728.0000,1172211.0000,1171069.0000,1171380.0000,1172702.0000,1182411.0000,1170117.0000,1168755.0000,1172010.0000,1170658.0000,1169987.0000,1177501.0000,1171059.0000,1167391.0000,1167141.0000,1171971.0000,1170438.0000,1175648.0000,1172021.0000,1168624.0000,1169065.0000,1172231.0000,1171890.0000,1178021.0000,1175457.0000,1174906.0000,1083844.0000,1067413.0000,1059357.0000,1056903.0000,1062182.0000,1065369.0000,1059487.0000"
generating large instruction graphs for N devices without d2d copy support - 16,wave_sim topology,100,1,525491600,5240574.1500,5238210.9500,5242888.2200,11937.1828,10754.7132,13386.7781,"benchmark,group:instruction-graph","5237881.0000,5241799.0000,5233052.0000,5234695.0000,5237581.0000,5235507.0000,5256046.0000,5258821.0000,5259432.0000,5235126.0000,5237220.0000,5245806.0000,5249854.0000,5236959.0000,5253981.0000,5256646.0000,5247890.0000,5250535.0000,5252910.0000,5253902.0000,5241488.0000,5237310.0000,5255585.0000,5250365.0000,5246197.0000,5247329.0000,5237561.0000,5254984.0000,5243411.0000,5234534.0000,5232861.0000,5219717.0000,5223024.0000,5220308.0000,5229485.0000,5221200.0000,5249674.0000,5230968.0000,5241789.0000,5239083.0000,5247009.0000,5262158.0000,5238171.0000,5221900.0000,5249593.0000,5235046.0000,5256878.0000,5242790.0000,5250706.0000,5248552.0000,5252819.0000,5235526.0000,5233002.0000,5224576.0000,5226680.0000,5228804.0000,5224746.0000,5213254.0000,5221030.0000,5227702.0000,5236548.0000,5257428.0000,5231349.0000,5224155.0000,5229916.0000,5260995.0000,5239354.0000,5228173.0000,5215709.0000,5221580.0000,5240486.0000,5229786.0000,5244152.0000,5250184.0000,5245115.0000,5240275.0000,5248581.0000,5242891.0000,5255485.0000,5228373.0000,5248973.0000,5244062.0000,5266495.0000,5258841.0000,5263459.0000,5241127.0000,5254012.0000,5239324.0000,5234024.0000,5228253.0000,5250886.0000,5233994.0000,5237140.0000,5231068.0000,5254372.0000,5242239.0000,5229385.0000,5228533.0000,5239354.0000,5247881.0000"
generating large instruction graphs for N devices without d2d copy support - 16,jacobi topology,100,1,148798800,1489407.7700,1488365.3600,1490482.1500,5385.8708,4800.4121,6321.7478,"benchmark,group:instruction-graph","1481317.0000,1487339.0000,1493060.0000,1494232.0000,1485395.0000,1490906.0000,1485415.0000,1495835.0000,1486317.0000,1495334.0000,1480897.0000,1490504.0000,1492388.0000,1506615.0000,1495053.0000,1500524.0000,1491476.0000,1498229.0000,1493811.0000,1496927.0000,1487890.0000,1491337.0000,1482920.0000,1492388.0000,1483882.0000,1493510.0000,1485034.0000,1496356.0000,1489242.0000,1497628.0000,1488872.0000,1484162.0000,1490775.0000,1482600.0000,1493771.0000,1483632.0000,1490495.0000,1484513.0000,1494252.0000,1486247.0000,1489423.0000,1481508.0000,1491577.0000,1484623.0000,1491576.0000,1488120.0000,1492889.0000,1500734.0000,1489964.0000,1483151.0000,1490765.0000,1483661.0000,1490665.0000,1486888.0000,1490244.0000,1483211.0000,1492839.0000,1482830.0000,1491096.0000,1482710.0000,1495534.0000,1484253.0000,1490154.0000,1481678.0000,1496095.0000,1488411.0000,1493170.0000,1488431.0000,1491336.0000,1485555.0000,1489142.0000,1483051.0000,1488621.0000,1485986.0000,1476959.0000,1491977.0000,1480024.0000,1490695.0000,1486888.0000,1496987.0000,1480967.0000,1491997.0000,1484563.0000,1492459.0000,1484383.0000,1491306.0000,1485775.0000,1493650.0000,1485575.0000,1494863.0000,1489312.0000,1498771.0000,1488180.0000,1496806.0000,1483983.0000,1492859.0000,1484844.0000,1489393.0000,1481247.0000,1495343.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 1 > reference: single-threaded immediate graph generation,soup topology,100,1,160507700,1603622.7000,1602777.9400,1604592.3000,4624.3575,3920.6913,6497.7095,"benchmark,group:scheduler","1607977.0000,1603820.0000,1605152.0000,1606925.0000,1603118.0000,1596425.0000,1607446.0000,1607406.0000,1597818.0000,1606555.0000,1599551.0000,1603449.0000,1600754.0000,1599652.0000,1603860.0000,1598058.0000,1607697.0000,1602146.0000,1595213.0000,1607556.0000,1597758.0000,1601024.0000,1598820.0000,1607046.0000,1601084.0000,1595805.0000,1605503.0000,1600573.0000,1601656.0000,1604671.0000,1599451.0000,1604531.0000,1604791.0000,1601085.0000,1604681.0000,1609630.0000,1604611.0000,1601174.0000,1598760.0000,1612375.0000,1608338.0000,1610682.0000,1609640.0000,1600383.0000,1605864.0000,1602327.0000,1608408.0000,1605864.0000,1601966.0000,1607977.0000,1596906.0000,1602647.0000,1608839.0000,1595173.0000,1603840.0000,1598770.0000,1603819.0000,1607646.0000,1598449.0000,1607036.0000,1600082.0000,1609730.0000,1600624.0000,1598199.0000,1600744.0000,1594922.0000,1606594.0000,1608989.0000,1600634.0000,1607356.0000,1602597.0000,1596406.0000,1610633.0000,1600383.0000,1605493.0000,1605352.0000,1600143.0000,1602377.0000,1598529.0000,1607006.0000,1606685.0000,1600774.0000,1608088.0000,1604471.0000,1605312.0000,1606805.0000,1601746.0000,1606474.0000,1597017.0000,1604210.0000,1605382.0000,1602778.0000,1601816.0000,1604200.0000,1608148.0000,1609210.0000,1600473.0000,1625751.0000,1604881.0000,1601075.0000"
